ID	project	sample	group	experiment	run	ftp_path	forward	forward_md5	reverse	reverse_md5
200322_SEQ113_DP8400009309TR_L01_SP1912230457	CNP0001930	RS04	Ross_Sea	CNX0373406	CNR0453456	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410475/CNX0373406/CNR0453456/	200322_SEQ113_DP8400009309TR_L01_SP1912230457_R1.fq.gz	200322_SEQ113_DP8400009309TR_L01_SP1912230457_R1.fq.gz.md5	200322_SEQ113_DP8400009309TR_L01_SP1912230457_R2.fq.gz	200322_SEQ113_DP8400009309TR_L01_SP1912230457_R2.fq.gz.md5
200107_SEQ071_DP800007395TR_L01_SP1912230332	CNP0001930	RS05	Ross_Sea	CNX0373407	CNR0453457	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410476/CNX0373407/CNR0453457/	200107_SEQ071_DP800007395TR_L01_SP1912230332_R1.fq.gz	200107_SEQ071_DP800007395TR_L01_SP1912230332_R1.fq.gz.md5	200107_SEQ071_DP800007395TR_L01_SP1912230332_R2.fq.gz	200107_SEQ071_DP800007395TR_L01_SP1912230332_R2.fq.gz.md5
200107_SEQ071_DP800007396TR_L01_SP1912230332	CNP0001930	RS05	Ross_Sea	CNX0373407	CNR0453458	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410476/CNX0373407/CNR0453458/	200107_SEQ071_DP800007396TR_L01_SP1912230332_R1.fq.gz	200107_SEQ071_DP800007396TR_L01_SP1912230332_R1.fq.gz.md5	200107_SEQ071_DP800007396TR_L01_SP1912230332_R2.fq.gz	200107_SEQ071_DP800007396TR_L01_SP1912230332_R2.fq.gz.md5
200107_SEQ105_DP800007233BR_L01_SP1912230395	CNP0001930	RS05	Ross_Sea	CNX0373407	CNR0453459	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410476/CNX0373407/CNR0453459/	200107_SEQ105_DP800007233BR_L01_SP1912230395_R1.fq.gz	200107_SEQ105_DP800007233BR_L01_SP1912230395_R1.fq.gz.md5	200107_SEQ105_DP800007233BR_L01_SP1912230395_R2.fq.gz	200107_SEQ105_DP800007233BR_L01_SP1912230395_R2.fq.gz.md5
200120_SEQ011_FP100000782BL_L01_SP1912230458	CNP0001930	RS05	Ross_Sea	CNX0373407	CNR0453460	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410476/CNX0373407/CNR0453460/	200120_SEQ011_FP100000782BL_L01_SP1912230458_R1.fq.gz	200120_SEQ011_FP100000782BL_L01_SP1912230458_R1.fq.gz.md5	200120_SEQ011_FP100000782BL_L01_SP1912230458_R2.fq.gz	200120_SEQ011_FP100000782BL_L01_SP1912230458_R2.fq.gz.md5
200120_SEQ091_DP8400008369BL_L01_SP1912230395	CNP0001930	RS05	Ross_Sea	CNX0373407	CNR0453461	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410476/CNX0373407/CNR0453461/	200120_SEQ091_DP8400008369BL_L01_SP1912230395_R1.fq.gz	200120_SEQ091_DP8400008369BL_L01_SP1912230395_R1.fq.gz.md5	200120_SEQ091_DP8400008369BL_L01_SP1912230395_R2.fq.gz	200120_SEQ091_DP8400008369BL_L01_SP1912230395_R2.fq.gz.md5
200122_SEQ024_FP100000757TR_L01_SP1912230395	CNP0001930	RS05	Ross_Sea	CNX0373407	CNR0453462	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410476/CNX0373407/CNR0453462/	200122_SEQ024_FP100000757TR_L01_SP1912230395_R1.fq.gz	200122_SEQ024_FP100000757TR_L01_SP1912230395_R1.fq.gz.md5	200122_SEQ024_FP100000757TR_L01_SP1912230395_R2.fq.gz	200122_SEQ024_FP100000757TR_L01_SP1912230395_R2.fq.gz.md5
200227_SEQ091_DP8400008871TR_L01_SP1912230395	CNP0001930	RS05	Ross_Sea	CNX0373407	CNR0453463	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410476/CNX0373407/CNR0453463/	200227_SEQ091_DP8400008871TR_L01_SP1912230395_R1.fq.gz	200227_SEQ091_DP8400008871TR_L01_SP1912230395_R1.fq.gz.md5	200227_SEQ091_DP8400008871TR_L01_SP1912230395_R2.fq.gz	200227_SEQ091_DP8400008871TR_L01_SP1912230395_R2.fq.gz.md5
200322_SEQ113_DP8400009309TR_L01_SP1912230458	CNP0001930	RS05	Ross_Sea	CNX0373407	CNR0453464	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410476/CNX0373407/CNR0453464/	200322_SEQ113_DP8400009309TR_L01_SP1912230458_R1.fq.gz	200322_SEQ113_DP8400009309TR_L01_SP1912230458_R1.fq.gz.md5	200322_SEQ113_DP8400009309TR_L01_SP1912230458_R2.fq.gz	200322_SEQ113_DP8400009309TR_L01_SP1912230458_R2.fq.gz.md5
DP8400007983BL_L01_read_1.fq.gz	CNP0001930	RS06	Ross_Sea	CNX0373408	CNR0453465	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410477/CNX0373408/CNR0453465/	DP8400007983BL_L01_read_1.fq.gz	DP8400007983BL_L01_read_1.fq.gz.md5	DP8400007983BL_L01_read_2.fq.gz	DP8400007983BL_L01_read_2.fq.gz.md5
DP8400007984BL_L01_read_1.fq.gz	CNP0001930	RS07	Ross_Sea	CNX0373409	CNR0453466	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410478/CNX0373409/CNR0453466/	DP8400007984BL_L01_read_1.fq.gz	DP8400007984BL_L01_read_1.fq.gz.md5	DP8400007984BL_L01_read_2.fq.gz	DP8400007984BL_L01_read_2.fq.gz.md5
200107_SEQ071_DP800007395TR_L01_SP1912230333	CNP0001930	RS08	Ross_Sea	CNX0373410	CNR0453467	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410479/CNX0373410/CNR0453467/	200107_SEQ071_DP800007395TR_L01_SP1912230333_R1.fq.gz	200107_SEQ071_DP800007395TR_L01_SP1912230333_R1.fq.gz.md5	200107_SEQ071_DP800007395TR_L01_SP1912230333_R2.fq.gz	200107_SEQ071_DP800007395TR_L01_SP1912230333_R2.fq.gz.md5
200107_SEQ071_DP800007396TR_L01_SP1912230333	CNP0001930	RS08	Ross_Sea	CNX0373410	CNR0453468	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410479/CNX0373410/CNR0453468/	200107_SEQ071_DP800007396TR_L01_SP1912230333_R1.fq.gz	200107_SEQ071_DP800007396TR_L01_SP1912230333_R1.fq.gz.md5	200107_SEQ071_DP800007396TR_L01_SP1912230333_R2.fq.gz	200107_SEQ071_DP800007396TR_L01_SP1912230333_R2.fq.gz.md5
200110_SEQ102_DP800007467BR_L01_SP1912230396	CNP0001930	RS08	Ross_Sea	CNX0373410	CNR0453469	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410479/CNX0373410/CNR0453469/	200110_SEQ102_DP800007467BR_L01_SP1912230396_R1.fq.gz	200110_SEQ102_DP800007467BR_L01_SP1912230396_R1.fq.gz.md5	200110_SEQ102_DP800007467BR_L01_SP1912230396_R2.fq.gz	200110_SEQ102_DP800007467BR_L01_SP1912230396_R2.fq.gz.md5
200118_SEQ012_FP100000695BL_L01_SP1912230459	CNP0001930	RS08	Ross_Sea	CNX0373410	CNR0453470	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410479/CNX0373410/CNR0453470/	200118_SEQ012_FP100000695BL_L01_SP1912230459_R1.fq.gz	200118_SEQ012_FP100000695BL_L01_SP1912230459_R1.fq.gz.md5	200118_SEQ012_FP100000695BL_L01_SP1912230459_R2.fq.gz	200118_SEQ012_FP100000695BL_L01_SP1912230459_R2.fq.gz.md5
200120_SEQ011_FP100000782BL_L01_SP1912230459	CNP0001930	RS08	Ross_Sea	CNX0373410	CNR0453471	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410479/CNX0373410/CNR0453471/	200120_SEQ011_FP100000782BL_L01_SP1912230459_R1.fq.gz	200120_SEQ011_FP100000782BL_L01_SP1912230459_R1.fq.gz.md5	200120_SEQ011_FP100000782BL_L01_SP1912230459_R2.fq.gz	200120_SEQ011_FP100000782BL_L01_SP1912230459_R2.fq.gz.md5
200120_SEQ013_FP100000756TR_L01_SP1912230396	CNP0001930	RS08	Ross_Sea	CNX0373410	CNR0453472	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410479/CNX0373410/CNR0453472/	200120_SEQ013_FP100000756TR_L01_SP1912230396_R1.fq.gz	200120_SEQ013_FP100000756TR_L01_SP1912230396_R1.fq.gz.md5	200120_SEQ013_FP100000756TR_L01_SP1912230396_R2.fq.gz	200120_SEQ013_FP100000756TR_L01_SP1912230396_R2.fq.gz.md5
200107_SEQ071_DP800007395TR_L01_SP1912230334	CNP0001930	RS09	Ross_Sea	CNX0373411	CNR0453473	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410480/CNX0373411/CNR0453473/	200107_SEQ071_DP800007395TR_L01_SP1912230334_R1.fq.gz	200107_SEQ071_DP800007395TR_L01_SP1912230334_R1.fq.gz.md5	200107_SEQ071_DP800007395TR_L01_SP1912230334_R2.fq.gz	200107_SEQ071_DP800007395TR_L01_SP1912230334_R2.fq.gz.md5
200107_SEQ071_DP800007396TR_L01_SP1912230334	CNP0001930	RS09	Ross_Sea	CNX0373411	CNR0453474	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410480/CNX0373411/CNR0453474/	200107_SEQ071_DP800007396TR_L01_SP1912230334_R1.fq.gz	200107_SEQ071_DP800007396TR_L01_SP1912230334_R1.fq.gz.md5	200107_SEQ071_DP800007396TR_L01_SP1912230334_R2.fq.gz	200107_SEQ071_DP800007396TR_L01_SP1912230334_R2.fq.gz.md5
200110_SEQ102_DP800007468BR_L01_SP1912230397	CNP0001930	RS09	Ross_Sea	CNX0373411	CNR0453475	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410480/CNX0373411/CNR0453475/	200110_SEQ102_DP800007468BR_L01_SP1912230397_R1.fq.gz	200110_SEQ102_DP800007468BR_L01_SP1912230397_R1.fq.gz.md5	200110_SEQ102_DP800007468BR_L01_SP1912230397_R2.fq.gz	200110_SEQ102_DP800007468BR_L01_SP1912230397_R2.fq.gz.md5
200111_SEQ061_DP800007472BR_L01_SP1912230397	CNP0001930	RS09	Ross_Sea	CNX0373411	CNR0453476	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410480/CNX0373411/CNR0453476/	200111_SEQ061_DP800007472BR_L01_SP1912230397_R1.fq.gz	200111_SEQ061_DP800007472BR_L01_SP1912230397_R1.fq.gz.md5	200111_SEQ061_DP800007472BR_L01_SP1912230397_R2.fq.gz	200111_SEQ061_DP800007472BR_L01_SP1912230397_R2.fq.gz.md5
200119_SEQ112_DP8400008389TL_L01_SP1912230397	CNP0001930	RS09	Ross_Sea	CNX0373411	CNR0453477	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410480/CNX0373411/CNR0453477/	200119_SEQ112_DP8400008389TL_L01_SP1912230397_R1.fq.gz	200119_SEQ112_DP8400008389TL_L01_SP1912230397_R1.fq.gz.md5	200119_SEQ112_DP8400008389TL_L01_SP1912230397_R2.fq.gz	200119_SEQ112_DP8400008389TL_L01_SP1912230397_R2.fq.gz.md5
200120_SEQ033_FP100000723TL_L01_SP1912230460	CNP0001930	RS09	Ross_Sea	CNX0373411	CNR0453478	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410480/CNX0373411/CNR0453478/	200120_SEQ033_FP100000723TL_L01_SP1912230460_R1.fq.gz	200120_SEQ033_FP100000723TL_L01_SP1912230460_R1.fq.gz.md5	200120_SEQ033_FP100000723TL_L01_SP1912230460_R2.fq.gz	200120_SEQ033_FP100000723TL_L01_SP1912230460_R2.fq.gz.md5
200217_SEQ111_DP8400008440BR_L01_SP1912230397	CNP0001930	RS09	Ross_Sea	CNX0373411	CNR0453479	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410480/CNX0373411/CNR0453479/	200217_SEQ111_DP8400008440BR_L01_SP1912230397_R1.fq.gz	200217_SEQ111_DP8400008440BR_L01_SP1912230397_R1.fq.gz.md5	200217_SEQ111_DP8400008440BR_L01_SP1912230397_R2.fq.gz	200217_SEQ111_DP8400008440BR_L01_SP1912230397_R2.fq.gz.md5
200321_SEQ094_DP8400009230TL_L01_SP1912230460	CNP0001930	RS09	Ross_Sea	CNX0373411	CNR0453480	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410480/CNX0373411/CNR0453480/	200321_SEQ094_DP8400009230TL_L01_SP1912230460_R1.fq.gz	200321_SEQ094_DP8400009230TL_L01_SP1912230460_R1.fq.gz.md5	200321_SEQ094_DP8400009230TL_L01_SP1912230460_R2.fq.gz	200321_SEQ094_DP8400009230TL_L01_SP1912230460_R2.fq.gz.md5
V300019379_L01_1.fq.gz	CNP0001930	RS10	Ross_Sea	CNX0373412	CNR0453481	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410481/CNX0373412/CNR0453481/	V300019379_L01_1.fq.gz	V300019379_L01_1.fq.gz.md5	V300019379_L01_2.fq.gz	V300019379_L01_2.fq.gz.md5
V300019379_L02_1.fq.gz	CNP0001930	RS10	Ross_Sea	CNX0373412	CNR0453482	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410481/CNX0373412/CNR0453482/	V300019379_L02_1.fq.gz	V300019379_L02_1.fq.gz.md5	V300019379_L02_2.fq.gz	V300019379_L02_2.fq.gz.md5
V300019379_L03_1.fq.gz	CNP0001930	RS10	Ross_Sea	CNX0373412	CNR0453483	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410481/CNX0373412/CNR0453483/	V300019379_L03_1.fq.gz	V300019379_L03_1.fq.gz.md5	V300019379_L03_2.fq.gz	V300019379_L03_2.fq.gz.md5
V300019495_L02_1.fq.gz	CNP0001930	RS10	Ross_Sea	CNX0373412	CNR0453484	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410481/CNX0373412/CNR0453484/	V300019495_L02_1.fq.gz	V300019495_L02_1.fq.gz.md5	V300019495_L02_2.fq.gz	V300019495_L02_2.fq.gz.md5
V300019630_L01_1.fq.gz	CNP0001930	RS10	Ross_Sea	CNX0373412	CNR0453485	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410481/CNX0373412/CNR0453485/	V300019630_L01_1.fq.gz	V300019630_L01_1.fq.gz.md5	V300019630_L01_2.fq.gz	V300019630_L01_2.fq.gz.md5
V300019630_L02_1.fq.gz	CNP0001930	RS10	Ross_Sea	CNX0373412	CNR0453486	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410481/CNX0373412/CNR0453486/	V300019630_L02_1.fq.gz	V300019630_L02_1.fq.gz.md5	V300019630_L02_2.fq.gz	V300019630_L02_2.fq.gz.md5
V300019630_L04_1.fq.gz	CNP0001930	RS10	Ross_Sea	CNX0373412	CNR0453487	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410481/CNX0373412/CNR0453487/	V300019630_L04_1.fq.gz	V300019630_L04_1.fq.gz.md5	V300019630_L04_2.fq.gz	V300019630_L04_2.fq.gz.md5
V300028583_L01_1.fq.gz	CNP0001930	RS10	Ross_Sea	CNX0373412	CNR0453488	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410481/CNX0373412/CNR0453488/	V300028583_L01_1.fq.gz	V300028583_L01_1.fq.gz.md5	V300028583_L01_2.fq.gz	V300028583_L01_2.fq.gz.md5
V300039596_L01_1.fq.gz	CNP0001930	RS10	Ross_Sea	CNX0373412	CNR0453489	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410481/CNX0373412/CNR0453489/	V300039596_L01_1.fq.gz	V300039596_L01_1.fq.gz.md5	V300039596_L01_2.fq.gz	V300039596_L01_2.fq.gz.md5
V300039596_L04_1.fq.gz	CNP0001930	RS10	Ross_Sea	CNX0373412	CNR0453490	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410481/CNX0373412/CNR0453490/	V300039596_L04_1.fq.gz	V300039596_L04_1.fq.gz.md5	V300039596_L04_2.fq.gz	V300039596_L04_2.fq.gz.md5
V300039624_L03_1.fq.gz	CNP0001930	RS10	Ross_Sea	CNX0373412	CNR0453491	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410481/CNX0373412/CNR0453491/	V300039624_L03_1.fq.gz	V300039624_L03_1.fq.gz.md5	V300039624_L03_2.fq.gz	V300039624_L03_2.fq.gz.md5
V300039624_L04_1.fq.gz	CNP0001930	RS10	Ross_Sea	CNX0373412	CNR0453492	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410481/CNX0373412/CNR0453492/	V300039624_L04_1.fq.gz	V300039624_L04_1.fq.gz.md5	V300039624_L04_2.fq.gz	V300039624_L04_2.fq.gz.md5
200107_SEQ071_DP800007395TR_L01_SP1912230335	CNP0001930	RS11	Ross_Sea	CNX0373413	CNR0453493	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410482/CNX0373413/CNR0453493/	200107_SEQ071_DP800007395TR_L01_SP1912230335_R1.fq.gz	200107_SEQ071_DP800007395TR_L01_SP1912230335_R1.fq.gz.md5	200107_SEQ071_DP800007395TR_L01_SP1912230335_R2.fq.gz	200107_SEQ071_DP800007395TR_L01_SP1912230335_R2.fq.gz.md5
200107_SEQ071_DP800007396TR_L01_SP1912230335	CNP0001930	RS11	Ross_Sea	CNX0373413	CNR0453494	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410482/CNX0373413/CNR0453494/	200107_SEQ071_DP800007396TR_L01_SP1912230335_R1.fq.gz	200107_SEQ071_DP800007396TR_L01_SP1912230335_R1.fq.gz.md5	200107_SEQ071_DP800007396TR_L01_SP1912230335_R2.fq.gz	200107_SEQ071_DP800007396TR_L01_SP1912230335_R2.fq.gz.md5
200110_SEQ102_DP800007467BR_L01_SP1912230398	CNP0001930	RS11	Ross_Sea	CNX0373413	CNR0453495	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410482/CNX0373413/CNR0453495/	200110_SEQ102_DP800007467BR_L01_SP1912230398_R1.fq.gz	200110_SEQ102_DP800007467BR_L01_SP1912230398_R1.fq.gz.md5	200110_SEQ102_DP800007467BR_L01_SP1912230398_R2.fq.gz	200110_SEQ102_DP800007467BR_L01_SP1912230398_R2.fq.gz.md5
200120_SEQ033_FP100000723TL_L01_SP1912230461	CNP0001930	RS11	Ross_Sea	CNX0373413	CNR0453496	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410482/CNX0373413/CNR0453496/	200120_SEQ033_FP100000723TL_L01_SP1912230461_R1.fq.gz	200120_SEQ033_FP100000723TL_L01_SP1912230461_R1.fq.gz.md5	200120_SEQ033_FP100000723TL_L01_SP1912230461_R2.fq.gz	200120_SEQ033_FP100000723TL_L01_SP1912230461_R2.fq.gz.md5
200321_SEQ094_DP8400009230TL_L01_SP1912230461	CNP0001930	RS11	Ross_Sea	CNX0373413	CNR0453497	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410482/CNX0373413/CNR0453497/	200321_SEQ094_DP8400009230TL_L01_SP1912230461_R1.fq.gz	200321_SEQ094_DP8400009230TL_L01_SP1912230461_R1.fq.gz.md5	200321_SEQ094_DP8400009230TL_L01_SP1912230461_R2.fq.gz	200321_SEQ094_DP8400009230TL_L01_SP1912230461_R2.fq.gz.md5
200322_SEQ114_DP8400009311TR_L01_SP1912230398	CNP0001930	RS11	Ross_Sea	CNX0373413	CNR0453498	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410482/CNX0373413/CNR0453498/	200322_SEQ114_DP8400009311TR_L01_SP1912230398_R1.fq.gz	200322_SEQ114_DP8400009311TR_L01_SP1912230398_R1.fq.gz.md5	200322_SEQ114_DP8400009311TR_L01_SP1912230398_R2.fq.gz	200322_SEQ114_DP8400009311TR_L01_SP1912230398_R2.fq.gz.md5
DP8400007982BL_L01_read_1.fq.gz	CNP0001930	RS12	Ross_Sea	CNX0373414	CNR0453499	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410483/CNX0373414/CNR0453499/	DP8400007982BL_L01_read_1.fq.gz	DP8400007982BL_L01_read_1.fq.gz.md5	DP8400007982BL_L01_read_2.fq.gz	DP8400007982BL_L01_read_2.fq.gz.md5
200107_SEQ072_DP800007299TR_L01_SP1912230336	CNP0001930	RS13	Ross_Sea	CNX0373415	CNR0453500	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410484/CNX0373415/CNR0453500/	200107_SEQ072_DP800007299TR_L01_SP1912230336_R1.fq.gz	200107_SEQ072_DP800007299TR_L01_SP1912230336_R1.fq.gz.md5	200107_SEQ072_DP800007299TR_L01_SP1912230336_R2.fq.gz	200107_SEQ072_DP800007299TR_L01_SP1912230336_R2.fq.gz.md5
200107_SEQ072_DP800007300TR_L01_SP1912230336	CNP0001930	RS13	Ross_Sea	CNX0373415	CNR0453501	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410484/CNX0373415/CNR0453501/	200107_SEQ072_DP800007300TR_L01_SP1912230336_R1.fq.gz	200107_SEQ072_DP800007300TR_L01_SP1912230336_R1.fq.gz.md5	200107_SEQ072_DP800007300TR_L01_SP1912230336_R2.fq.gz	200107_SEQ072_DP800007300TR_L01_SP1912230336_R2.fq.gz.md5
200107_SEQ103_DP800007238BR_L01_SP1912230399	CNP0001930	RS13	Ross_Sea	CNX0373415	CNR0453502	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410484/CNX0373415/CNR0453502/	200107_SEQ103_DP800007238BR_L01_SP1912230399_R1.fq.gz	200107_SEQ103_DP800007238BR_L01_SP1912230399_R1.fq.gz.md5	200107_SEQ103_DP800007238BR_L01_SP1912230399_R2.fq.gz	200107_SEQ103_DP800007238BR_L01_SP1912230399_R2.fq.gz.md5
200110_SEQ102_DP800007467BR_L01_SP1912230399	CNP0001930	RS13	Ross_Sea	CNX0373415	CNR0453503	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410484/CNX0373415/CNR0453503/	200110_SEQ102_DP800007467BR_L01_SP1912230399_R1.fq.gz	200110_SEQ102_DP800007467BR_L01_SP1912230399_R1.fq.gz.md5	200110_SEQ102_DP800007467BR_L01_SP1912230399_R2.fq.gz	200110_SEQ102_DP800007467BR_L01_SP1912230399_R2.fq.gz.md5
200115_SEQ034_FP100000734TR_L01_SP1912230462	CNP0001930	RS13	Ross_Sea	CNX0373415	CNR0453504	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410484/CNX0373415/CNR0453504/	200115_SEQ034_FP100000734TR_L01_SP1912230462_R1.fq.gz	200115_SEQ034_FP100000734TR_L01_SP1912230462_R1.fq.gz.md5	200115_SEQ034_FP100000734TR_L01_SP1912230462_R2.fq.gz	200115_SEQ034_FP100000734TR_L01_SP1912230462_R2.fq.gz.md5
200115_SEQ034_FP100000735TR_L01_SP1912230462	CNP0001930	RS13	Ross_Sea	CNX0373415	CNR0453505	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410484/CNX0373415/CNR0453505/	200115_SEQ034_FP100000735TR_L01_SP1912230462_R1.fq.gz	200115_SEQ034_FP100000735TR_L01_SP1912230462_R1.fq.gz.md5	200115_SEQ034_FP100000735TR_L01_SP1912230462_R2.fq.gz	200115_SEQ034_FP100000735TR_L01_SP1912230462_R2.fq.gz.md5
200210_SEQ083_DP8400008435BR_L01_SP1912230462	CNP0001930	RS13	Ross_Sea	CNX0373415	CNR0453506	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410484/CNX0373415/CNR0453506/	200210_SEQ083_DP8400008435BR_L01_SP1912230462_R1.fq.gz	200210_SEQ083_DP8400008435BR_L01_SP1912230462_R1.fq.gz.md5	200210_SEQ083_DP8400008435BR_L01_SP1912230462_R2.fq.gz	200210_SEQ083_DP8400008435BR_L01_SP1912230462_R2.fq.gz.md5
200107_SEQ072_DP800007299TR_L01_SP1912230337	CNP0001930	RS14	Ross_Sea	CNX0373416	CNR0453507	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410485/CNX0373416/CNR0453507/	200107_SEQ072_DP800007299TR_L01_SP1912230337_R1.fq.gz	200107_SEQ072_DP800007299TR_L01_SP1912230337_R1.fq.gz.md5	200107_SEQ072_DP800007299TR_L01_SP1912230337_R2.fq.gz	200107_SEQ072_DP800007299TR_L01_SP1912230337_R2.fq.gz.md5
200107_SEQ072_DP800007300TR_L01_SP1912230337	CNP0001930	RS14	Ross_Sea	CNX0373416	CNR0453508	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410485/CNX0373416/CNR0453508/	200107_SEQ072_DP800007300TR_L01_SP1912230337_R1.fq.gz	200107_SEQ072_DP800007300TR_L01_SP1912230337_R1.fq.gz.md5	200107_SEQ072_DP800007300TR_L01_SP1912230337_R2.fq.gz	200107_SEQ072_DP800007300TR_L01_SP1912230337_R2.fq.gz.md5
200110_SEQ101_DP8400008299BR_L01_SP1912230400	CNP0001930	RS14	Ross_Sea	CNX0373416	CNR0453509	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410485/CNX0373416/CNR0453509/	200110_SEQ101_DP8400008299BR_L01_SP1912230400_R1.fq.gz	200110_SEQ101_DP8400008299BR_L01_SP1912230400_R1.fq.gz.md5	200110_SEQ101_DP8400008299BR_L01_SP1912230400_R2.fq.gz	200110_SEQ101_DP8400008299BR_L01_SP1912230400_R2.fq.gz.md5
200110_SEQ102_DP800007467BR_L01_SP1912230400	CNP0001930	RS14	Ross_Sea	CNX0373416	CNR0453510	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410485/CNX0373416/CNR0453510/	200110_SEQ102_DP800007467BR_L01_SP1912230400_R1.fq.gz	200110_SEQ102_DP800007467BR_L01_SP1912230400_R1.fq.gz.md5	200110_SEQ102_DP800007467BR_L01_SP1912230400_R2.fq.gz	200110_SEQ102_DP800007467BR_L01_SP1912230400_R2.fq.gz.md5
200118_SEQ012_FP100000695BL_L01_SP1912230463	CNP0001930	RS14	Ross_Sea	CNX0373416	CNR0453511	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410485/CNX0373416/CNR0453511/	200118_SEQ012_FP100000695BL_L01_SP1912230463_R1.fq.gz	200118_SEQ012_FP100000695BL_L01_SP1912230463_R1.fq.gz.md5	200118_SEQ012_FP100000695BL_L01_SP1912230463_R2.fq.gz	200118_SEQ012_FP100000695BL_L01_SP1912230463_R2.fq.gz.md5
200119_SEQ102_DP8400008409TR_L01_SP1912230463	CNP0001930	RS14	Ross_Sea	CNX0373416	CNR0453512	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410485/CNX0373416/CNR0453512/	200119_SEQ102_DP8400008409TR_L01_SP1912230463_R1.fq.gz	200119_SEQ102_DP8400008409TR_L01_SP1912230463_R1.fq.gz.md5	200119_SEQ102_DP8400008409TR_L01_SP1912230463_R2.fq.gz	200119_SEQ102_DP8400008409TR_L01_SP1912230463_R2.fq.gz.md5
200121_SEQ114_DP8400008386TL_L01_SP1912230400	CNP0001930	RS14	Ross_Sea	CNX0373416	CNR0453513	ftp.cngb.org/pub/CNSA/data5/CNP0001930/CNS0410485/CNX0373416/CNR0453513/	200121_SEQ114_DP8400008386TL_L01_SP1912230400_R1.fq.gz	200121_SEQ114_DP8400008386TL_L01_SP1912230400_R1.fq.gz.md5	200121_SEQ114_DP8400008386TL_L01_SP1912230400_R2.fq.gz	200121_SEQ114_DP8400008386TL_L01_SP1912230400_R2.fq.gz.md5
